Symbol,Sample Time,Open,High,Low,Close,Adj. Close,Volume
NQ=F,2/24/2015 5:00,4445.25,4455.75,4427,4450.25,4381.75,163047
NQ=F,2/25/2015 5:00,4449.25,4461,4429.25,4436.75,4386,173941
NQ=F,2/26/2015 5:00,4438.5,4464.75,4431,4461.75,4413.25,193611
NQ=F,2/27/2015 5:00,4460.5,4462.75,4435,4442.5,4438,173304
NQ=F,3/2/2015 5:00,4447,4483.25,4446.25,4477,,185330
NQ=F,3/3/2015 5:00,4479,4479,4432.5,4456.5,4444.5,198589
NQ=F,3/4/2015 5:00,4458.25,4458.25,4419.25,4444.25,4450.25,210995
NQ=F,3/5/2015 5:00,4444.25,4464.75,4432.75,4449.5,4436.75,185176
NQ=F,3/6/2015 5:00,4451.5,4460.5,4389.25,4405,4461.75,296605
NQ=F,3/9/2015 4:00,4411.75,4424.75,4391.75,4413.5,4442.5,217756
NQ=F,3/10/2015 4:00,4415.25,4415.75,4328.5,4331.25,,313249
NQ=F,3/11/2015 4:00,4334.25,4347.5,4304.25,4307.5,4477,260964
NQ=F,3/12/2015 4:00,4312.5,4339.5,4298.75,4330.75,4456.5,269241
NQ=F,3/13/2015 4:00,4331.75,4347.5,4288.25,4308.75,4444.25,218259
NQ=F,3/16/2015 4:00,4313.5,4372.75,4299.5,4359.5,4449.5,119758
NQ=F,3/17/2015 4:00,4355.5,4384.75,4348.75,4377.75,4405,118898
NQ=F,3/18/2015 4:00,4377.25,4441.5,4343.25,4427.25,,75864
NQ=F,3/19/2015 4:00,4427.5,4441.75,4419.5,4429.5,4413.5,39157
NQ=F,3/20/2015 4:00,4426.25,4467.25,4424.25,4461.25,4331.25,210568
NQ=F,3/23/2015 4:00,4448.5,4461.25,4436,4436.75,4307.5,149739
NQ=F,3/24/2015 4:00,4436.5,4461,4424.25,4429,4330.75,184226
NQ=F,3/25/2015 4:00,4429.25,4438.5,4320,4323.5,4308.75,320355
NQ=F,3/26/2015 4:00,4327,4331,4270,4310.75,,356229
NQ=F,3/27/2015 4:00,4313,4333.5,4297.25,4325.75,4359.5,209529
NQ=F,3/30/2015 4:00,4327.5,4381.75,4315.75,4372.5,4377.75,202012
NQ=F,3/31/2015 4:00,4370,4375.75,4320.75,4329.5,4427.25,224928
NQ=F,4/1/2015 4:00,4321.75,4334.25,4259,4313,4429.5,311506
NQ=F,4/2/2015 4:00,4316.75,4321,4288.5,4307.25,4461.25,168845
NQ=F,4/6/2015 4:00,4265,4354.75,4264.5,4342.25,,154026
NQ=F,4/7/2015 4:00,4339.75,4372.25,4330.25,4334,4436.75,171692
NQ=F,4/8/2015 4:00,4335.25,4379.25,4327.5,4374.75,4429,225547
NQ=F,4/9/2015 4:00,4378,4401.25,4352.75,4399.25,4323.5,201439
NQ=F,4/10/2015 4:00,4399,4416,4385.75,4414.75,4310.75,126565
NQ=F,4/13/2015 4:00,4415,4441.5,4399.5,4403.25,4325.75,171930
NQ=F,4/14/2015 4:00,4405.5,4414.5,4366.75,4397.75,,220750
NQ=F,4/15/2015 4:00,4400.25,4429,4388.75,4421.75,4372.5,170496
NQ=F,4/16/2015 4:00,4426.25,4429.5,4398,4415.25,4329.5,162971
NQ=F,4/17/2015 4:00,4416.25,4417.5,4324,4349,4313,302065
NQ=F,4/20/2015 4:00,4356.75,4417,4352.25,4407.5,4307.25,218236
NQ=F,4/21/2015 4:00,4402.75,4442.75,4402.75,4428.5,,190749
NQ=F,4/22/2015 4:00,4433,4459.5,4398.5,4445.25,4342.25,196846
NQ=F,4/23/2015 4:00,4438.5,4497.25,4418,4481.5,4334,252582
NQ=F,4/24/2015 4:00,4492.5,4536.25,4489.5,4529.25,4374.75,204737
NQ=F,4/27/2015 4:00,4533,4555.5,4509.25,4524.75,4399.25,224600
NQ=F,4/28/2015 4:00,4524.25,4531.25,4471.75,4516,4414.75,283966
NQ=F,4/29/2015 4:00,4512.25,4514,4456.25,4479.75,,290967
NQ=F,4/30/2015 4:00,4474,4478.25,4386.5,4408.25,4403.25,353283
NQ=F,5/1/2015 4:00,4414,4470.75,4409.75,4467.75,4397.75,197160
NQ=F,5/4/2015 4:00,4471.75,4503.5,4457,4476.5,4421.75,191856
NQ=F,5/5/2015 4:00,4474,4480.25,4399.5,4407.5,4415.25,306244
NQ=F,5/6/2015 4:00,4409,4423.5,4341.5,4373,4349,335134
NQ=F,5/7/2015 4:00,4371.5,4409.25,4332.5,4402.5,,249245
NQ=F,5/8/2015 4:00,4404,4462.75,4401,4448.75,4407.5,216447
NQ=F,5/11/2015 4:00,4452.5,4464.5,4426.75,4431.25,4428.5,170514
NQ=F,5/12/2015 4:00,4431.5,4438,4374.5,4420.75,4445.25,257296
NQ=F,5/13/2015 4:00,4423,4457.75,4417.5,4423.75,4481.5,200865
NQ=F,5/14/2015 4:00,4425.75,4493,4412.75,4490.25,4529.25,184396
NQ=F,5/15/2015 4:00,4489,4507.5,4477.75,4488.75,,140746
NQ=F,5/18/2015 4:00,4491.25,4517.75,4470.5,4507.25,4524.75,128602
NQ=F,5/19/2015 4:00,4509.75,4526.5,4496.5,4501.25,4516,127690
NQ=F,5/20/2015 4:00,4501.75,4534,4482.25,4505.5,4479.75,170963
NQ=F,5/21/2015 4:00,4500,4536.5,4486.5,4528.75,4408.25,123530
NQ=F,5/22/2015 4:00,4530.5,4542,4522,4528.75,4467.75,100980
NQ=F,5/26/2015 4:00,4527.5,4538.5,4455,4479.75,,228084
NQ=F,5/27/2015 4:00,4481.5,4551,4473,4542.25,4476.5,198538
NQ=F,5/28/2015 4:00,4540.5,4547.5,4521.75,4542.75,4407.5,152018
NQ=F,5/29/2015 4:00,4542,4545.25,4497.25,4511,4373,197740
NQ=F,6/1/2015 4:00,4514,4538.25,4486,4521.5,4402.5,216323
NQ=F,6/2/2015 4:00,4525.75,4531.75,4480.75,4503,4448.75,222449
NQ=F,6/3/2015 4:00,4503.25,4540.75,4501.25,4527.5,,190316
NQ=F,6/4/2015 4:00,4526.75,4527.25,4473.25,4496.5,4431.25,285057
NQ=F,6/5/2015 4:00,4494.75,4506.5,4449.25,4481.5,4420.75,232923
NQ=F,6/8/2015 4:00,4479.5,4483.25,4422,4432.25,4423.75,237404
NQ=F,6/9/2015 4:00,4435.75,4441.25,4390.25,4431.5,4490.25,226086
NQ=F,6/10/2015 4:00,4431.5,4498.25,4430.5,4488.75,4488.75,238886
NQ=F,6/11/2015 4:00,4486.25,4512.25,4479.25,4490.5,,186848
NQ=F,6/12/2015 4:00,4489.25,4491.25,4447.75,4454.75,4507.25,153829
NQ=F,6/15/2015 4:00,4443.5,4444.75,4394.25,4435.5,4501.25,145112
NQ=F,6/16/2015 4:00,4432.5,4463.5,4403,4459,4505.5,108589
NQ=F,6/17/2015 4:00,4459.25,4482.75,4440,4461.25,4528.75,67479
NQ=F,6/18/2015 4:00,4459.75,4541.75,4447.5,4538,4528.75,66534
NQ=F,6/19/2015 4:00,4536.5,4546.75,4526.75,4531,,162664
NQ=F,6/22/2015 4:00,4512.5,4552.25,4512.25,4532.75,4479.75,157035
NQ=F,6/23/2015 4:00,4538.75,4548.75,4522.75,4541.25,4542.25,116969
NQ=F,6/24/2015 4:00,4543.5,4555.25,4514.5,4515.75,4542.75,165445
NQ=F,6/25/2015 4:00,4520.25,4547.5,4500,4509.25,4511,175329
NQ=F,6/26/2015 4:00,4506.5,4517,4459.75,4480.5,,226373
NQ=F,6/29/2015 4:00,4429.75,4451.5,4368.25,4378,4521.5,334972
NQ=F,6/30/2015 4:00,4386.25,4412.25,4372,4390.25,4503,304509
NQ=F,7/1/2015 4:00,4392.75,4441.75,4392,4422,4527.5,191161
NQ=F,7/2/2015 4:00,4423.75,4441.5,4408.25,4428.75,4496.5,155244
NQ=F,7/6/2015 4:00,4427.75,4437.25,4344,4422.75,4481.5,285735
NQ=F,7/7/2015 4:00,4429.5,4448,4334.5,4422.25,,384237
NQ=F,7/8/2015 4:00,4422.5,4422.5,4336.5,4346.5,4432.25,335132
NQ=F,7/9/2015 4:00,4347.75,4408,4331.75,4339.5,4431.5,260171
NQ=F,7/10/2015 4:00,4345.75,4426.5,4345.75,4408.25,4488.75,236765
NQ=F,7/13/2015 4:00,4384,4491.75,4372.5,4488,4490.5,209774
NQ=F,7/14/2015 4:00,4487.25,4529.75,4484.5,4517.5,4454.75,156246
NQ=F,7/15/2015 4:00,4519.25,4539.5,4509.25,4536.5,,187307
NQ=F,7/16/2015 4:00,4534.5,4612.5,4531,4597.75,4435.5,192220
NQ=F,7/17/2015 4:00,4609.75,4654,4607.25,4650,4459,187930
NQ=F,7/20/2015 4:00,4649,4686,4646.5,4671.25,4461.25,169781
NQ=F,7/21/2015 4:00,4671.25,4683,4611.5,4666.5,4538,226216
NQ=F,7/22/2015 4:00,4618,4636.5,4588.75,4617,4531,235343
NQ=F,7/23/2015 4:00,4621.75,4634.75,4584.25,4620,,211215
NQ=F,7/24/2015 4:00,4633.5,4638.75,4544.5,4561.75,4532.75,236180
NQ=F,7/27/2015 4:00,4562.25,4568.25,4503.5,4522.5,4541.25,293740
NQ=F,7/28/2015 4:00,4521.25,4561.25,4497,4556,4515.75,280667
NQ=F,7/29/2015 4:00,4558,4579.5,4544,4565,4509.25,222563
NQ=F,7/30/2015 4:00,4562.75,4598.75,4530.75,4595.25,4480.5,226285
NQ=F,7/31/2015 4:00,4589.25,4608.75,4576.25,4585,,214679
NQ=F,8/3/2015 4:00,4583.25,4599.25,4540.5,4573,4378,251564
NQ=F,8/4/2015 4:00,4570.5,4581.25,4543.5,4551.75,4390.25,253010
NQ=F,8/5/2015 4:00,4551.5,4629,4551,4593.5,4422,247802
NQ=F,8/6/2015 4:00,4591.75,4608.75,4502.75,4524.75,4428.75,272055
NQ=F,8/7/2015 4:00,4527.25,4533.75,4480.5,4519,,249232
NQ=F,8/10/2015 4:00,4514,4580,4512.75,4566,4422.75,199353
NQ=F,8/11/2015 4:00,4582.5,4584.75,4485.5,4510.75,4422.25,301820
NQ=F,8/12/2015 4:00,4512.75,4535.5,4431.25,4533.5,4346.5,358454
NQ=F,8/13/2015 4:00,4529.75,4557,4508.75,4517.25,4339.5,234832
NQ=F,8/14/2015 4:00,4514.5,4534,4499,4531.75,4408.25,167712
NQ=F,8/17/2015 4:00,4532.5,4567.75,4503.25,4564.75,,191979
NQ=F,8/18/2015 4:00,4562.5,4573.5,4533.75,4544,4488,164755
NQ=F,8/19/2015 4:00,4543,4552.25,4483.25,4503.75,4517.5,331472
NQ=F,8/20/2015 4:00,4502.25,4513,4360,4366.25,4536.5,449728
NQ=F,8/21/2015 4:00,4367.75,4368.25,4189,4200.75,4597.75,614566
NQ=F,8/24/2015 4:00,4183.75,4196.25,3908.25,4003.25,4650,746533
NQ=F,8/25/2015 4:00,3998,4204.25,3997.75,4028.5,,630057
NQ=F,8/26/2015 4:00,4036.75,4229.5,3958.75,4214.5,4671.25,637925
NQ=F,8/27/2015 4:00,4222.75,4332.75,4205.25,4328,4666.5,475384
NQ=F,8/28/2015 4:00,4327,4340.75,4281.75,4333,4617,322070
NQ=F,8/31/2015 4:00,4324,4330.25,4258.5,4271.75,4620,303204
NQ=F,9/1/2015 4:00,4266,4268,4118.25,4158.25,4561.75,481009
NQ=F,9/2/2015 4:00,4150.75,4263.75,4136,4260,,340627
NQ=F,9/3/2015 4:00,4260.25,4304.25,4219.75,4229.5,4522.5,332566
NQ=F,9/4/2015 4:00,4231.75,4237.5,4155,4194,4556,354122
NQ=F,9/8/2015 4:00,4181.75,4305.5,4180,4298.5,4565,293906
NQ=F,9/9/2015 4:00,4300.5,4369.5,4240.25,4255,4595.25,354129
NQ=F,9/10/2015 4:00,4259,4327.25,4226.5,4295,4585,410492
NQ=F,9/11/2015 4:00,4294.75,4330,4259.5,4325.25,,127471
NQ=F,9/14/2015 4:00,4325.25,4357,4292.25,4310,4573,87550
NQ=F,9/15/2015 4:00,4311.5,4373.5,4290.75,4361,4551.75,0
NQ=F,9/16/2015 4:00,4362.5,4393,4345.5,4391.5,4593.5,0
NQ=F,9/17/2015 4:00,4385.75,4451.5,4368,4380.25,4524.75,0
NQ=F,9/18/2015 4:00,4381.5,4392.75,4313,4325.25,4519,333044
NQ=F,9/21/2015 4:00,4324.75,4361.5,4286.5,4341.25,,254496
NQ=F,9/22/2015 4:00,4342,4345,4220.5,4267.25,4566,320027
NQ=F,9/23/2015 4:00,4264.25,4292.75,4221.5,4262.75,4510.75,238547
NQ=F,9/24/2015 4:00,4268.5,4278.75,4185.25,4246,4533.5,355070
NQ=F,9/25/2015 4:00,4232,4315.75,4185.5,4213.5,4517.25,344913
NQ=F,9/28/2015 4:00,4202.5,4239,4079.5,4094.75,4531.75,360675
NQ=F,9/29/2015 4:00,4106.25,4144.25,4040.75,4074.75,,427261
NQ=F,9/30/2015 4:00,4078.75,4169,4066,4163,4564.75,347070
NQ=F,10/1/2015 4:00,4154,4225.75,4116.25,4187.5,4544,367790
NQ=F,10/2/2015 4:00,4188.25,4263.75,4111.5,4261.25,4503.75,404892
NQ=F,10/5/2015 4:00,4257.75,4329.75,4250.5,4311.25,4366.25,242309
NQ=F,10/6/2015 4:00,4307.75,4322,4263.5,4290.25,4200.75,264372
NQ=F,10/7/2015 4:00,4275,4333.75,4268,4323.75,,329985
NQ=F,10/8/2015 4:00,4324,4348.25,4265,4344.75,4003.25,317019
NQ=F,10/9/2015 4:00,4338,4369.25,4324.5,4359.5,4028.5,208829
NQ=F,10/12/2015 4:00,4355,4381.5,4346.25,4375,4214.5,132675
NQ=F,10/13/2015 4:00,4377,4390.75,4338.5,4341.25,4328,232729
NQ=F,10/14/2015 4:00,4334.25,4365.25,4317.5,4326.5,4333,284807
NQ=F,10/15/2015 4:00,4335.25,4412,4332.5,4411.75,,275986
NQ=F,10/16/2015 4:00,4409.75,4439,4396,4434.75,4271.75,207248
NQ=F,10/19/2015 4:00,4434.5,4455.5,4411,4454.5,4158.25,202407
NQ=F,10/20/2015 4:00,4451.5,4456,4414,4424.75,4260,200211
NQ=F,10/21/2015 4:00,4422.75,4456.25,4394.75,4399.25,4229.5,289766
NQ=F,10/22/2015 4:00,4406.75,4565.5,4402,4552.75,4194,348494
NQ=F,10/23/2015 4:00,4562.25,4637.5,4562,4611.5,,361589
NQ=F,10/26/2015 4:00,4614,4630,4592.75,4616.25,4298.5,184127
NQ=F,10/27/2015 4:00,4619.75,4651.75,4601.25,4632.25,4255,217939
NQ=F,10/28/2015 4:00,4635.25,4678.25,4600.5,4673.75,4295,306875
NQ=F,10/29/2015 4:00,4664.25,4670.25,4642.75,4661.75,4325.25,184529
NQ=F,10/30/2015 4:00,4666,4690.25,4636,4643.25,,211241
NQ=F,11/2/2015 5:00,4644.5,4699.5,4625,4694,4310,162655
NQ=F,11/3/2015 5:00,4688.25,4727.5,4677,4712,4361,186758
NQ=F,11/4/2015 5:00,4711.75,4729.75,4691.25,4709.5,4391.5,231004
NQ=F,11/5/2015 5:00,4708.25,4727.5,4673.75,4695.25,4380.25,246167
NQ=F,11/6/2015 5:00,4700.75,4708.75,4658.75,4703,4325.25,276682
NQ=F,11/9/2015 5:00,4701.25,4712.75,4622,4652.75,,256938
NQ=F,11/10/2015 5:00,4650,4662.25,4612.5,4643,4341.25,241859
NQ=F,11/11/2015 5:00,4640.25,4674.75,4625.25,4631.75,4267.25,221698
NQ=F,11/12/2015 5:00,4631.25,4653.25,4581.25,4585.25,4262.75,268158
NQ=F,11/13/2015 5:00,4583.75,4590.5,4485.75,4502,4246,344229
NQ=F,11/16/2015 5:00,4478.25,4565.5,4455,4559.75,4213.5,282188
NQ=F,11/17/2015 5:00,4560.75,4597.75,4552,4569.5,,269684
NQ=F,11/18/2015 5:00,4570.25,4656.75,4556.25,4652.5,4094.75,242823
NQ=F,11/19/2015 5:00,4649.75,4677,4646.75,4660,4074.75,217266
NQ=F,11/20/2015 5:00,4656.75,4691.5,4652.25,4689.5,4163,177125
NQ=F,11/23/2015 5:00,4689.5,4706.75,4653.75,4675.75,4187.5,163322
NQ=F,11/24/2015 5:00,4673.75,4684.5,4620,4666,4261.25,230131
NQ=F,11/25/2015 5:00,4665,4684.5,4659.5,4677.25,,119712
NQ=F,11/27/2015 5:00,4679.75,4703.25,4664.75,4682.5,4311.25,105382
NQ=F,11/30/2015 5:00,4685.5,4700.5,4653.5,4668.75,4290.25,179766
NQ=F,12/1/2015 5:00,4678.75,4716.75,4676.5,4716.25,4323.75,228425
NQ=F,12/2/2015 5:00,4715,4739.5,4678.5,4694.5,4344.75,231812
NQ=F,12/3/2015 5:00,4698.75,4730.25,4579,4611,4359.5,379530
NQ=F,12/4/2015 5:00,4616,4723.25,4603,4713.25,,305073
NQ=F,12/7/2015 5:00,4721.25,4730,4670.5,4701,4375,224657
NQ=F,12/8/2015 5:00,4699.75,4709,4641.25,4687.25,4341.25,299288
NQ=F,12/9/2015 5:00,4690.5,4707.5,4593.25,4616,4326.5,388709
NQ=F,12/10/2015 5:00,4624,4674.5,4618.25,4644,4411.75,302768
NQ=F,12/11/2015 5:00,4646.25,4659,4527.5,4539.25,4434.75,226524
NQ=F,12/14/2015 5:00,4534.5,4579.5,4477.25,4566.5,,156220
NQ=F,12/15/2015 5:00,4571.5,4639,4566.75,4606,4454.5,151196
NQ=F,12/16/2015 5:00,4607.5,4674.5,4580,4663,4424.75,71664
NQ=F,12/17/2015 5:00,4656.75,4689.5,4574,4577.75,4399.25,49751
NQ=F,12/18/2015 5:00,4577,4597,4552.5,4576,4552.75,340479
NQ=F,12/21/2015 5:00,4513.75,4571.75,4511.75,4563,4611.5,176610
NQ=F,12/22/2015 5:00,4569,4594.5,4541.25,4591,,166650
NQ=F,12/23/2015 5:00,4590.5,4620.25,4583,4606.75,4616.25,147737
NQ=F,12/24/2015 5:00,4607.75,4630,4600.75,4611,4632.25,62054
NQ=F,12/28/2015 5:00,4611,4619.5,4571.5,4613.75,4673.75,113567
NQ=F,12/29/2015 5:00,4617.75,4697.75,4610.5,4690.5,4661.75,158098
NQ=F,12/30/2015 5:00,4687.25,4695,4643.5,4646,4643.25,117427
NQ=F,12/31/2015 5:00,4648,4655,4579.5,4587.75,,160705
NQ=F,1/4/2016 5:00,4592.5,4606.75,4429.75,4504.5,4694,368671
NQ=F,1/5/2016 5:00,4505.5,4523,4457.25,4483.75,4712,301175
NQ=F,1/6/2016 5:00,4482,4487.5,4386,4446.75,4709.5,346779
NQ=F,1/7/2016 5:00,4450.25,4458.5,4283,4289.25,4695.25,501315
NQ=F,1/8/2016 5:00,4298,4370,4255.75,4261.5,4703,480513
NQ=F,1/11/2016 5:00,4264.25,4304.5,4208.75,4273,,435576
NQ=F,1/12/2016 5:00,4272.25,4345.75,4236.5,4312.75,4652.75,417581
NQ=F,1/13/2016 5:00,4308.75,4365,4167.25,4175.75,4643,521065
NQ=F,1/14/2016 5:00,4181.5,4300.5,4124,4257.5,4631.75,526505
NQ=F,1/15/2016 5:00,4255,4268.75,4075.75,4140.75,4585.25,567530
NQ=F,1/19/2016 5:00,4126.75,4215.75,4091.25,4144.5,4502,475760
NQ=F,1/20/2016 5:00,4141,4171.5,3983.5,4133,,628240
NQ=F,1/21/2016 5:00,4130.75,4192.25,4085.75,4130.25,4559.75,554096
NQ=F,1/22/2016 5:00,4126.25,4253,4119,4247.5,4569.5,328593
NQ=F,1/25/2016 5:00,4247.5,4260,4179.25,4186.75,4652.5,287599
NQ=F,1/26/2016 5:00,4190,4243.75,4133,4226.75,4660,327223
NQ=F,1/27/2016 5:00,4195.25,4218.75,4102,4127,4689.5,408523
NQ=F,1/28/2016 5:00,4150.25,4199,4106.75,4153.75,,414082
NQ=F,1/29/2016 5:00,4135,4271.25,4129,4263,4675.75,328862
NQ=F,2/1/2016 5:00,4263.25,4309.25,4228.5,4291.5,4666,263363
NQ=F,2/2/2016 5:00,4286.5,4287,4170.75,4192,4677.25,314726
NQ=F,2/3/2016 5:00,4186,4215,4090.5,4171.5,4682.5,484500
NQ=F,2/4/2016 5:00,4169.75,4206.5,4113.5,4155.75,,383175
NQ=F,2/5/2016 5:00,4146.5,4173.5,4001,4022,4668.75,443077
NQ=F,2/8/2016 5:00,4027.25,4046,3883,3964.25,4716.25,542371
NQ=F,2/9/2016 5:00,3958.5,4004,3897.5,3944.25,4694.5,499993
NQ=F,2/10/2016 5:00,3954.5,4041,3922.25,3967.25,4611,426911
NQ=F,2/11/2016 5:00,3963,3985.5,3862.5,3961.25,4713.25,504866
NQ=F,2/12/2016 5:00,3963.25,4017.5,3953,4006.25,,307347
NQ=F,2/16/2016 5:00,4021.5,4104.75,4021.5,4092.75,4701,320588
NQ=F,2/17/2016 5:00,4089.75,4211.5,4068.25,4196.75,4687.25,291649
NQ=F,2/18/2016 5:00,4208.25,4227.5,4144,4155,4616,254579
NQ=F,2/19/2016 5:00,4156.25,4175,4120.25,4161,4644,229019
NQ=F,2/22/2016 5:00,4155.25,4234,4146.5,4214.75,4539.25,189979
NQ=F,2/23/2016 5:00,4207.25,4216.5,4154.5,4159.25,,227805
NQ=F,2/24/2016 5:00,4156.5,4218.5,4084.75,4208.5,4566.5,336253
NQ=F,2/25/2016 5:00,4214.5,4247.75,4170.25,4244.25,4606,265546
NQ=F,2/26/2016 5:00,4243,4293.25,4225,4230,4663,272803
NQ=F,2/29/2016 5:00,4225.25,4263.25,4184.5,4201.25,4577.75,250315
NQ=F,3/1/2016 5:00,4199.25,4338.75,4180.25,4337.75,4576,295763
NQ=F,3/2/2016 5:00,4334.5,4357.75,4299.25,4329.25,,265748
NQ=F,3/3/2016 5:00,4326.75,4344.5,4293.5,4320.25,4563,202256
NQ=F,3/4/2016 5:00,4323,4355,4298,4322.5,4591,289076
NQ=F,3/7/2016 5:00,4321,4330,4268.75,4300,4606.75,246815
NQ=F,3/8/2016 5:00,4301,4308.75,4251.5,4270.5,4611,293547
NQ=F,3/9/2016 5:00,4271,4299,4256.75,4294.5,,238221
NQ=F,3/10/2016 5:00,4295.25,4347.5,4229.75,4285,4613.75,392234
NQ=F,3/11/2016 5:00,4287.25,4361.25,4282.5,4352.75,4690.5,156647
NQ=F,3/14/2016 4:00,4352.75,4378.25,4340.5,4366,4646,106669
NQ=F,3/15/2016 4:00,4364.75,4372,4338,4364.5,4587.75,71625
NQ=F,3/16/2016 4:00,4366.25,4416.5,4349,4397.5,,65619
NQ=F,3/17/2016 4:00,4396.75,4422,4369,4402.25,4504.5,51815
NQ=F,3/18/2016 4:00,4404.75,4418.25,4394,4414.25,4483.75,240454
NQ=F,3/21/2016 4:00,4394.75,4421.25,4376.75,4416.25,4446.75,169724
NQ=F,3/22/2016 4:00,4416,4440.5,4383.75,4434.5,4289.25,190219
NQ=F,3/23/2016 4:00,4434.75,4441.25,4383.25,4395.5,4261.5,212040
NQ=F,3/24/2016 4:00,4395,4401,4365,4397.25,,196013
NQ=F,3/28/2016 4:00,4401.5,4425.75,4381.5,4389.5,4273,133720
NQ=F,3/29/2016 4:00,4389.75,4463.5,4374,4458.25,4312.75,229527
NQ=F,3/30/2016 4:00,4460.75,4510.25,4456.5,4482,4175.75,222490
NQ=F,3/31/2016 4:00,4480.25,4495.5,4462.25,4476.25,4257.5,190526
NQ=F,4/1/2016 4:00,4477.75,4529.5,4441.5,4528.5,4140.75,245916
NQ=F,4/4/2016 4:00,4526.75,4543.75,4495.25,4500.25,,189635
NQ=F,4/5/2016 4:00,4499.75,4501.5,4456.5,4469.5,,218944
NQ=F,4/6/2016 4:00,4476,4537.75,4467.25,4535,4144.5,241958
NQ=F,4/7/2016 4:00,4533.5,4539.5,4450.75,4470.25,4133,260817
NQ=F,4/8/2016 4:00,4467.5,4509.75,4451.5,4467.25,4130.25,232565
NQ=F,4/11/2016 4:00,4470,4509.75,4446,4451.5,4247.5,243297
NQ=F,4/12/2016 4:00,4447,4497.5,4426.5,4490,,252487
NQ=F,4/13/2016 4:00,4489,4553.75,4486.75,4547.75,4186.75,228380
NQ=F,4/14/2016 4:00,4546.5,4563.25,4530.5,4546.25,4226.75,163850
NQ=F,4/15/2016 4:00,4548.75,4554.5,4523,4538.5,4127,171811
NQ=F,4/18/2016 4:00,4518.75,4561.25,4501,4546.5,4153.75,179869
NQ=F,4/19/2016 4:00,4545.5,4584.5,4506.75,4526.75,4263,256892
NQ=F,4/20/2016 4:00,4528.25,4556,4509,4535.75,,193071
NQ=F,4/21/2016 4:00,4533.25,4551.75,4488,4497.75,4291.5,239652
NQ=F,4/22/2016 4:00,4488.25,4501.75,4431,4465.75,4192,285544
NQ=F,4/25/2016 4:00,4477,4479.75,4436,4472.25,4171.5,172474
NQ=F,4/26/2016 4:00,4472.25,4489.75,4407,4452.5,4155.75,212776
NQ=F,4/27/2016 4:00,4405,4433.75,4372.25,4423.75,4022,306378
NQ=F,4/28/2016 4:00,4432,4442.25,4346.25,4382,,306766
NQ=F,4/29/2016 4:00,4383.5,4391.25,4296.75,4331.5,3964.25,402426
NQ=F,5/2/2016 4:00,4337,4378.5,4318,4369,3944.25,221470
NQ=F,5/3/2016 4:00,4372,4374.5,4319.5,4334.5,3967.25,270601
NQ=F,5/4/2016 4:00,4335.5,4342,4292.25,4309.75,3961.25,235256
NQ=F,5/5/2016 4:00,4308.25,4342.5,4292.5,4300.25,4006.25,221674
NQ=F,5/6/2016 4:00,4299.25,4333.75,4271,4328.25,,262686
